role,email,password,name,digital_id,broadband_id,phone,department,location,sub_distributor_email,cluster_email
operator,op6_cl3_sd8@test.com,Op@Pass376,Operator 6-Cl3-SD8,,,,,,sd8@test.com,cl3_sd8@test.com
operator,op7_cl3_sd8@test.com,Op@Pass377,Operator 7-Cl3-SD8,,,,,,sd8@test.com,cl3_sd8@test.com
operator,op8_cl3_sd8@test.com,Op@Pass378,Operator 8-Cl3-SD8,,,,,,sd8@test.com,cl3_sd8@test.com
operator,op9_cl3_sd8@test.com,Op@Pass379,Operator 9-Cl3-SD8,,,,,,sd8@test.com,cl3_sd8@test.com
operator,op10_cl3_sd8@test.com,Op@Pass380,Operator 10-Cl3-SD8,,,,,,sd8@test.com,cl3_sd8@test.com
operator,op1_cl4_sd8@test.com,Op@Pass381,Operator 1-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op2_cl4_sd8@test.com,Op@Pass382,Operator 2-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op3_cl4_sd8@test.com,Op@Pass383,Operator 3-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op4_cl4_sd8@test.com,Op@Pass384,Operator 4-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op5_cl4_sd8@test.com,Op@Pass385,Operator 5-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op6_cl4_sd8@test.com,Op@Pass386,Operator 6-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op7_cl4_sd8@test.com,Op@Pass387,Operator 7-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op8_cl4_sd8@test.com,Op@Pass388,Operator 8-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op9_cl4_sd8@test.com,Op@Pass389,Operator 9-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op10_cl4_sd8@test.com,Op@Pass390,Operator 10-Cl4-SD8,,,,,,sd8@test.com,cl4_sd8@test.com
operator,op1_cl5_sd8@test.com,Op@Pass391,Operator 1-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op2_cl5_sd8@test.com,Op@Pass392,Operator 2-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op3_cl5_sd8@test.com,Op@Pass393,Operator 3-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op4_cl5_sd8@test.com,Op@Pass394,Operator 4-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op5_cl5_sd8@test.com,Op@Pass395,Operator 5-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op6_cl5_sd8@test.com,Op@Pass396,Operator 6-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op7_cl5_sd8@test.com,Op@Pass397,Operator 7-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op8_cl5_sd8@test.com,Op@Pass398,Operator 8-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op9_cl5_sd8@test.com,Op@Pass399,Operator 9-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op10_cl5_sd8@test.com,Op@Pass400,Operator 10-Cl5-SD8,,,,,,sd8@test.com,cl5_sd8@test.com
operator,op1_cl1_sd9@test.com,Op@Pass401,Operator 1-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op2_cl1_sd9@test.com,Op@Pass402,Operator 2-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op3_cl1_sd9@test.com,Op@Pass403,Operator 3-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op4_cl1_sd9@test.com,Op@Pass404,Operator 4-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op5_cl1_sd9@test.com,Op@Pass405,Operator 5-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op6_cl1_sd9@test.com,Op@Pass406,Operator 6-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op7_cl1_sd9@test.com,Op@Pass407,Operator 7-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op8_cl1_sd9@test.com,Op@Pass408,Operator 8-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op9_cl1_sd9@test.com,Op@Pass409,Operator 9-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op10_cl1_sd9@test.com,Op@Pass410,Operator 10-Cl1-SD9,,,,,,sd9@test.com,cl1_sd9@test.com
operator,op1_cl2_sd9@test.com,Op@Pass411,Operator 1-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op2_cl2_sd9@test.com,Op@Pass412,Operator 2-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op3_cl2_sd9@test.com,Op@Pass413,Operator 3-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op4_cl2_sd9@test.com,Op@Pass414,Operator 4-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op5_cl2_sd9@test.com,Op@Pass415,Operator 5-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op6_cl2_sd9@test.com,Op@Pass416,Operator 6-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op7_cl2_sd9@test.com,Op@Pass417,Operator 7-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op8_cl2_sd9@test.com,Op@Pass418,Operator 8-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op9_cl2_sd9@test.com,Op@Pass419,Operator 9-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op10_cl2_sd9@test.com,Op@Pass420,Operator 10-Cl2-SD9,,,,,,sd9@test.com,cl2_sd9@test.com
operator,op1_cl3_sd9@test.com,Op@Pass421,Operator 1-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op2_cl3_sd9@test.com,Op@Pass422,Operator 2-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op3_cl3_sd9@test.com,Op@Pass423,Operator 3-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op4_cl3_sd9@test.com,Op@Pass424,Operator 4-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op5_cl3_sd9@test.com,Op@Pass425,Operator 5-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op6_cl3_sd9@test.com,Op@Pass426,Operator 6-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op7_cl3_sd9@test.com,Op@Pass427,Operator 7-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op8_cl3_sd9@test.com,Op@Pass428,Operator 8-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op9_cl3_sd9@test.com,Op@Pass429,Operator 9-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op10_cl3_sd9@test.com,Op@Pass430,Operator 10-Cl3-SD9,,,,,,sd9@test.com,cl3_sd9@test.com
operator,op1_cl4_sd9@test.com,Op@Pass431,Operator 1-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op2_cl4_sd9@test.com,Op@Pass432,Operator 2-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op3_cl4_sd9@test.com,Op@Pass433,Operator 3-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op4_cl4_sd9@test.com,Op@Pass434,Operator 4-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op5_cl4_sd9@test.com,Op@Pass435,Operator 5-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op6_cl4_sd9@test.com,Op@Pass436,Operator 6-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op7_cl4_sd9@test.com,Op@Pass437,Operator 7-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op8_cl4_sd9@test.com,Op@Pass438,Operator 8-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op9_cl4_sd9@test.com,Op@Pass439,Operator 9-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op10_cl4_sd9@test.com,Op@Pass440,Operator 10-Cl4-SD9,,,,,,sd9@test.com,cl4_sd9@test.com
operator,op1_cl5_sd9@test.com,Op@Pass441,Operator 1-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op2_cl5_sd9@test.com,Op@Pass442,Operator 2-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op3_cl5_sd9@test.com,Op@Pass443,Operator 3-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op4_cl5_sd9@test.com,Op@Pass444,Operator 4-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op5_cl5_sd9@test.com,Op@Pass445,Operator 5-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op6_cl5_sd9@test.com,Op@Pass446,Operator 6-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op7_cl5_sd9@test.com,Op@Pass447,Operator 7-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op8_cl5_sd9@test.com,Op@Pass448,Operator 8-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op9_cl5_sd9@test.com,Op@Pass449,Operator 9-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op10_cl5_sd9@test.com,Op@Pass450,Operator 10-Cl5-SD9,,,,,,sd9@test.com,cl5_sd9@test.com
operator,op1_cl1_sd10@test.com,Op@Pass451,Operator 1-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op2_cl1_sd10@test.com,Op@Pass452,Operator 2-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op3_cl1_sd10@test.com,Op@Pass453,Operator 3-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op4_cl1_sd10@test.com,Op@Pass454,Operator 4-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op5_cl1_sd10@test.com,Op@Pass455,Operator 5-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op6_cl1_sd10@test.com,Op@Pass456,Operator 6-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op7_cl1_sd10@test.com,Op@Pass457,Operator 7-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op8_cl1_sd10@test.com,Op@Pass458,Operator 8-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op9_cl1_sd10@test.com,Op@Pass459,Operator 9-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op10_cl1_sd10@test.com,Op@Pass460,Operator 10-Cl1-SD10,,,,,,sd10@test.com,cl1_sd10@test.com
operator,op1_cl2_sd10@test.com,Op@Pass461,Operator 1-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op2_cl2_sd10@test.com,Op@Pass462,Operator 2-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op3_cl2_sd10@test.com,Op@Pass463,Operator 3-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op4_cl2_sd10@test.com,Op@Pass464,Operator 4-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op5_cl2_sd10@test.com,Op@Pass465,Operator 5-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op6_cl2_sd10@test.com,Op@Pass466,Operator 6-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op7_cl2_sd10@test.com,Op@Pass467,Operator 7-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op8_cl2_sd10@test.com,Op@Pass468,Operator 8-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op9_cl2_sd10@test.com,Op@Pass469,Operator 9-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op10_cl2_sd10@test.com,Op@Pass470,Operator 10-Cl2-SD10,,,,,,sd10@test.com,cl2_sd10@test.com
operator,op1_cl3_sd10@test.com,Op@Pass471,Operator 1-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op2_cl3_sd10@test.com,Op@Pass472,Operator 2-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op3_cl3_sd10@test.com,Op@Pass473,Operator 3-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op4_cl3_sd10@test.com,Op@Pass474,Operator 4-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op5_cl3_sd10@test.com,Op@Pass475,Operator 5-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op6_cl3_sd10@test.com,Op@Pass476,Operator 6-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op7_cl3_sd10@test.com,Op@Pass477,Operator 7-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op8_cl3_sd10@test.com,Op@Pass478,Operator 8-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op9_cl3_sd10@test.com,Op@Pass479,Operator 9-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op10_cl3_sd10@test.com,Op@Pass480,Operator 10-Cl3-SD10,,,,,,sd10@test.com,cl3_sd10@test.com
operator,op1_cl4_sd10@test.com,Op@Pass481,Operator 1-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op2_cl4_sd10@test.com,Op@Pass482,Operator 2-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op3_cl4_sd10@test.com,Op@Pass483,Operator 3-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op4_cl4_sd10@test.com,Op@Pass484,Operator 4-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op5_cl4_sd10@test.com,Op@Pass485,Operator 5-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op6_cl4_sd10@test.com,Op@Pass486,Operator 6-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op7_cl4_sd10@test.com,Op@Pass487,Operator 7-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op8_cl4_sd10@test.com,Op@Pass488,Operator 8-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op9_cl4_sd10@test.com,Op@Pass489,Operator 9-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op10_cl4_sd10@test.com,Op@Pass490,Operator 10-Cl4-SD10,,,,,,sd10@test.com,cl4_sd10@test.com
operator,op1_cl5_sd10@test.com,Op@Pass491,Operator 1-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op2_cl5_sd10@test.com,Op@Pass492,Operator 2-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op3_cl5_sd10@test.com,Op@Pass493,Operator 3-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op4_cl5_sd10@test.com,Op@Pass494,Operator 4-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op5_cl5_sd10@test.com,Op@Pass495,Operator 5-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op6_cl5_sd10@test.com,Op@Pass496,Operator 6-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op7_cl5_sd10@test.com,Op@Pass497,Operator 7-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op8_cl5_sd10@test.com,Op@Pass498,Operator 8-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op9_cl5_sd10@test.com,Op@Pass499,Operator 9-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
operator,op10_cl5_sd10@test.com,Op@Pass500,Operator 10-Cl5-SD10,,,,,,sd10@test.com,cl5_sd10@test.com
